directory,filename,filepath,length,dominant_topic,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob
final-project-caroline-forrest,issue_8_User Profile_ Editing Questions.txt,context-fa24/final-project-caroline-forrest/issue_8_User Profile_ Editing Questions.txt,273,4,0.0129878070910593,0.013048977722974075,0.012990658590419854,0.9218057718902672,0.013073006422326115,0.013103619223924818,0.012990159059028715
final-project-caroline-forrest,issue_3_Modern UI with Bootstrap.txt,context-fa24/final-project-caroline-forrest/issue_3_Modern UI with Bootstrap.txt,361,6,0.00595808831823388,0.005952651963904072,0.005967020411496145,0.005955600020604018,0.005953376297517491,0.9642278583479423,0.0059854046403020385
final-project-caroline-forrest,issue_2_User Profile_ Getting Questions List.txt,context-fa24/final-project-caroline-forrest/issue_2_User Profile_ Getting Questions List.txt,288,7,0.023810052452631916,0.023810170697996038,0.023810432096032924,0.35522341688471043,0.02381008241052648,0.023836016764301388,0.5256998286938008
final-project-caroline-forrest,issue_12_Voting on Posts_ Editing_ Updating.txt,context-fa24/final-project-caroline-forrest/issue_12_Voting on Posts_ Editing_ Updating.txt,437,3,0.014293151786282156,0.014285957791032757,0.9142753022765484,0.014285860086914133,0.014287887032014647,0.014285876954026213,0.014285964073181608
final-project-caroline-forrest,issue_14_Comments on Posts_ Getting.txt,context-fa24/final-project-caroline-forrest/issue_14_Comments on Posts_ Getting.txt,296,7,0.023809799803310404,0.023850394718882558,0.023809704870472684,0.023820731701772856,0.023822418535001486,0.02383445852640732,0.8570524918441527
final-project-hetan-kabi,issue_8_Voting System.txt,context-fa24/final-project-hetan-kabi/issue_8_Voting System.txt,910,4,0.004948592602491259,0.0049293110820975905,0.4078421594199595,0.5674424778502913,0.00494403958957437,0.004933247558315354,0.004960171897270707
final-project-hetan-kabi,issue_6_Moderator Actions on User Profile.txt,context-fa24/final-project-hetan-kabi/issue_6_Moderator Actions on User Profile.txt,879,1,0.9804662463800949,0.0032567910187879367,0.0032587109080072763,0.0032588823328725627,0.003255549112299531,0.0032517345275850096,0.003252085720352814
final-project-hetan-kabi,issue_9_Create User.txt,context-fa24/final-project-hetan-kabi/issue_9_Create User.txt,665,2,0.004939203400870427,0.9703483667073927,0.004948220590364861,0.00492811140357242,0.004931569938936031,0.00494615042587607,0.00495837753298767
final-project-hetan-kabi,issue_5_User Actions on User Profile.txt,context-fa24/final-project-hetan-kabi/issue_5_User Actions on User Profile.txt,858,3,0.003872461317939839,0.0038695814370673953,0.9767606684173061,0.00387920750898512,0.003876698545051674,0.0038702286527026227,0.003871154120947205
final-project-hetan-kabi,issue_2_User Login.txt,context-fa24/final-project-hetan-kabi/issue_2_User Login.txt,1114,7,0.003583507217759326,0.0035767700907452567,0.003589797244537911,0.0035758726152998643,0.0035818643752354483,0.0035793935976558403,0.9785127948587663
final-project-hetan-kabi,issue_7_Commenting System.txt,context-fa24/final-project-hetan-kabi/issue_7_Commenting System.txt,835,3,0.005976626579581746,0.005954530918963345,0.964235961747057,0.005954335667499999,0.005961242229866204,0.005960265586468332,0.0059570372705635526
final-project-hetan-kabi,issue_3_User Logout.txt,context-fa24/final-project-hetan-kabi/issue_3_User Logout.txt,820,3,0.004933385190285171,0.004929697614413255,0.9704034067197591,0.00493456473476701,0.0049409109998457025,0.004926529259162378,0.00493150548176737
final-project-hetan-kabi,issue_4_Activity Dashboard for Tracking and Logging Users.txt,context-fa24/final-project-hetan-kabi/issue_4_Activity Dashboard for Tracking and Logging Users.txt,852,5,0.005301255180593816,0.005296046186009678,0.005315300149744235,0.005321752184640858,0.9681495712441139,0.0053153613219650425,0.005300713732932369
final-project-alexander-qi,issue_8_Prevent Privilege Escalation.txt,context-fa24/final-project-alexander-qi/issue_8_Prevent Privilege Escalation.txt,517,2,0.0055039658158947055,0.9669569370191257,0.0055244672516399215,0.005499400751742665,0.005507391359793025,0.005495380287157304,0.005512457514646656
final-project-alexander-qi,issue_4_User Profile Management.txt,context-fa24/final-project-alexander-qi/issue_4_User Profile Management.txt,374,7,0.014286350848028043,0.014286443140440747,0.014312126910596542,0.014290650485574354,0.01434199471525078,0.014365821640053964,0.9141166122600556
final-project-alexander-qi,issue_5_Rating Posts.txt,context-fa24/final-project-alexander-qi/issue_5_Rating Posts.txt,380,1,0.9284923185519048,0.011916087727493647,0.011908326418750444,0.011958997340222516,0.011912649157598315,0.011905009860277382,0.011906610943752883
final-project-alexander-qi,issue_7_Address Sanitization Input.txt,context-fa24/final-project-alexander-qi/issue_7_Address Sanitization Input.txt,477,2,0.0059562163987569115,0.964250978001015,0.005960331911299625,0.005957681602075049,0.005965872462811,0.0059545394873468825,0.005954380136695407
final-project-alexander-qi,issue_2_Post Moderation.txt,context-fa24/final-project-alexander-qi/issue_2_Post Moderation.txt,468,5,0.005112342682223217,0.005106148028119937,0.0051043046382938575,0.005107551478675031,0.9693601892563709,0.005103950052100394,0.005105513864216703
final-project-alexander-qi,issue_3_User Authentication.txt,context-fa24/final-project-alexander-qi/issue_3_User Authentication.txt,476,5,0.005716805848049491,0.005732299849035001,0.18439065564657323,0.005714490241730013,0.7870047268358439,0.005725348640443339,0.0057156729383250025
final-project-alexander-qi,issue_6_Accepting Answers.txt,context-fa24/final-project-alexander-qi/issue_6_Accepting Answers.txt,459,5,0.0059700115672823096,0.005952730480507943,0.005954266449186026,0.005970903821460707,0.964232588389283,0.005954535608670787,0.005964963683609235
final-project-deanna-madisen,issue_6_Encrypting Passwords.txt,context-fa24/final-project-deanna-madisen/issue_6_Encrypting Passwords.txt,297,2,0.011905065789291777,0.9284555539267761,0.011925647048010019,0.011966267531285943,0.011924210325714158,0.011906310770855688,0.011916944608066223
final-project-deanna-madisen,issue_8_Validation of inputs .txt,context-fa24/final-project-deanna-madisen/issue_8_Validation of inputs .txt,329,2,0.007522493800455141,0.9548182879786429,0.007536968245768097,0.00752257919617881,0.007527890650464647,0.007530524125706823,0.0075412560027837494
final-project-deanna-madisen,issue_2_Creating and Managing User Profiles.txt,context-fa24/final-project-deanna-madisen/issue_2_Creating and Managing User Profiles.txt,263,6,0.015971196521421212,0.01587593212287928,0.015884196656718422,0.015914960814659335,0.015909018217430234,0.9045353594081068,0.015909336258784684
final-project-deanna-madisen,issue_3_Voting on Questions and Answers.txt,context-fa24/final-project-deanna-madisen/issue_3_Voting on Questions and Answers.txt,237,1,0.9142623344269818,0.014294756786914008,0.01429274832113113,0.01428593257944986,0.014286017388643909,0.014292171482474652,0.014286039014404698
final-project-deanna-madisen,issue_5_Post Moderation.txt,context-fa24/final-project-deanna-madisen/issue_5_Post Moderation.txt,386,1,0.9610214171620096,0.006493817903642881,0.006500992868096465,0.0065007308254496216,0.006493835494541132,0.0064950239455784774,0.006494181800681801
final-project-deanna-madisen,issue_7_Secure Session Configuration .txt,context-fa24/final-project-deanna-madisen/issue_7_Secure Session Configuration .txt,202,3,0.012988314523151417,0.07328696358532205,0.8617417012957076,0.012994694722448498,0.013002145258207505,0.012987557449354155,0.012998623165808718
final-project-deanna-madisen,issue_4_Commenting on Questions and Answers Post.txt,context-fa24/final-project-deanna-madisen/issue_4_Commenting on Questions and Answers Post.txt,230,1,0.9142475435440667,0.014286563992866366,0.01428756226262179,0.014291521582996994,0.01429286960441876,0.0143078255376636,0.014286113475365736
final-project-siyi-dongni,issue_6_ Following questions.txt,context-fa24/final-project-siyi-dongni/issue_6_ Following questions.txt,359,4,0.010260162052317208,0.010241729503433862,0.010206328215591498,0.9385820119925014,0.010251537887491315,0.01021039156766277,0.010247838781002005
final-project-siyi-dongni,issue_5_Answer Like_Unlike .txt,context-fa24/final-project-siyi-dongni/issue_5_Answer Like_Unlike .txt,358,3,0.011923985183620376,0.01190565114422129,0.7616058165613588,0.011973938912326407,0.011930389926965265,0.0119053719317507,0.17875484633975733
final-project-siyi-dongni,issue_2_User Authentication (sign-up).txt,context-fa24/final-project-siyi-dongni/issue_2_User Authentication (sign-up).txt,332,2,0.011904824313475363,0.9285398924071034,0.011913574678589193,0.011905807595877114,0.011905398335494845,0.011910969872125128,0.01191953279733493
final-project-siyi-dongni,issue_4_User Authentication (Log-In).txt,context-fa24/final-project-siyi-dongni/issue_4_User Authentication (Log-In).txt,266,7,0.020408313418117534,0.020470853855729918,0.020416549715414224,0.02040846484109966,0.020502645744750966,0.02046495849607667,0.877328213928811
final-project-siyi-dongni,issue_3_Post Questions.txt,context-fa24/final-project-siyi-dongni/issue_3_Post Questions.txt,259,6,0.017857311345547792,0.01785732288160018,0.01785868745925588,0.017874007368987508,0.017857299404866245,0.8928380371234138,0.01785733441632851
final-project-jerry-adithya,issue_9_Password Protection (Threat modeling).txt,context-fa24/final-project-jerry-adithya/issue_9_Password Protection (Threat modeling).txt,691,3,0.004084727422378282,0.004087812330273243,0.9754983510746679,0.004082165649047683,0.0040827638020801554,0.004082444813295479,0.0040817349082571995
final-project-jerry-adithya,issue_8_Code Injection Prevention (Threat modeling).txt,context-fa24/final-project-jerry-adithya/issue_8_Code Injection Prevention (Threat modeling).txt,479,1,0.9747825757302969,0.004204186244772806,0.004203293406730061,0.00420211767715606,0.004201769139194966,0.004203287306830757,0.00420277049501837
final-project-jerry-adithya,issue_3_Creating and managing user profiles.txt,context-fa24/final-project-jerry-adithya/issue_3_Creating and managing user profiles.txt,388,3,0.009526230357009457,0.009524174382718329,0.9428464708826315,0.009525268735715329,0.009523868072742124,0.009530102730564502,0.009523884838618688
final-project-jerry-adithya,issue_2_User Authentication.txt,context-fa24/final-project-jerry-adithya/issue_2_User Authentication.txt,424,3,0.010994804130401445,0.010999626810891318,0.9340288249601789,0.01098918284811402,0.010993274328639897,0.010993832319921624,0.011000454601852835
final-project-jerry-adithya,issue_4_Commenting and voting on posts.txt,context-fa24/final-project-jerry-adithya/issue_4_Commenting and voting on posts.txt,570,4,0.007941858884733794,0.00793988197268466,0.007945106352521087,0.9523595454874878,0.007939656525255358,0.007936893367468896,0.007937057409848552
final-project-jerry-adithya,issue_6_API_ Route authentication (Security analysis).txt,context-fa24/final-project-jerry-adithya/issue_6_API_ Route authentication (Security analysis).txt,468,5,0.006494965744468648,0.0064977191179267065,0.0064935934207060045,0.006495942541296335,0.9610285516415603,0.006494505952885004,0.006494721581156962
final-project-jerry-adithya,issue_7_API Rate Limiter (Threat Modeling).txt,context-fa24/final-project-jerry-adithya/issue_7_API Rate Limiter (Threat Modeling).txt,728,5,0.0032472731199942343,0.0032473032965919728,0.0032481546286854557,0.0032472902288194277,0.9805157327401393,0.0032468553284780957,0.003247390657291492
final-project-sukruth-prajwal,issue_3_Commenting and Voting on Posts.txt,context-fa24/final-project-sukruth-prajwal/issue_3_Commenting and Voting on Posts.txt,438,5,0.009526159886080375,0.009523898214020136,0.009526379073217872,0.009528098798355856,0.9428456387413726,0.009524272208738187,0.009525553078215017
final-project-sukruth-prajwal,issue_2_User Authentication.txt,context-fa24/final-project-sukruth-prajwal/issue_2_User Authentication.txt,577,3,0.010204547681371828,0.010209062619442094,0.9387459148326204,0.0102095766168783,0.010218293227070767,0.010206342491309467,0.010206262531307147
final-project-sukruth-prajwal,issue_4_Post Sorting and Filtering.txt,context-fa24/final-project-sukruth-prajwal/issue_4_Post Sorting and Filtering.txt,567,4,0.005291978156983708,0.005291116498121372,0.005291563388455567,0.9682496381290036,0.005292353531725429,0.005292019576027489,0.005291330719682981
final-project-sukruth-prajwal,issue_8_Threat Issue 3_ Implement Authorization Checks for Comment Editing and Deletion.txt,context-fa24/final-project-sukruth-prajwal/issue_8_Threat Issue 3_ Implement Authorization Checks for Comment Editing and Deletion.txt,249,2,0.00892926381341024,0.9464187845488398,0.008929369710567311,0.008930835843772652,0.008929909751482454,0.008932903194274096,0.008928933137653488
final-project-sukruth-prajwal,issue_7_Threat Issue 2_ Use Secure Password Hashing for User Passwords.txt,context-fa24/final-project-sukruth-prajwal/issue_7_Threat Issue 2_ Use Secure Password Hashing for User Passwords.txt,292,2,0.006495097353405235,0.9610274976268964,0.006501361227028933,0.006494482439584633,0.006493568515980285,0.006494287915352292,0.006493704921752088
final-project-sukruth-prajwal,issue_6_Threat Issue 1_ Implement Server-Side Input Validation for Sorting and Filtering Parameters.txt,context-fa24/final-project-sukruth-prajwal/issue_6_Threat Issue 1_ Implement Server-Side Input Validation for Sorting and Filtering Parameters.txt,371,2,0.006214134890620622,0.611691653368801,0.006214441438834537,0.3572237209595029,0.006229332942571238,0.006214825190063849,0.006211891209605856
final-project-jyotikha-ankur,issue_7_Display User Created Questions.txt,context-fa24/final-project-jyotikha-ankur/issue_7_Display User Created Questions.txt,766,7,0.005496597778108403,0.005494795098689588,0.00549462081198143,0.005501111794841348,0.005494846905408561,0.005501916528588139,0.9670161110823825
final-project-jyotikha-ankur,issue_4_User Logout.txt,context-fa24/final-project-jyotikha-ankur/issue_4_User Logout.txt,819,3,0.005497428073058779,0.005495105908839768,0.9670183117167221,0.00549546776194374,0.005495063954384627,0.005498990149570299,0.005499632435480418
final-project-jyotikha-ankur,issue_5_User Profile Creation and Editing.txt,context-fa24/final-project-jyotikha-ankur/issue_5_User Profile Creation and Editing.txt,875,6,0.004612072865660698,0.004611616716103429,0.004612193465108541,0.004610099074149062,0.0046111346834859885,0.9723318586474563,0.00461102454803598
final-project-jyotikha-ankur,issue_3_User Login.txt,context-fa24/final-project-jyotikha-ankur/issue_3_User Login.txt,952,7,0.0044643258461220525,0.0044647431247965535,0.004467515286574785,0.0044649153676644526,0.0044648783204913525,0.0044681940486790955,0.9732054280056717
final-project-jyotikha-ankur,issue_12_Displayed companies data.txt,context-fa24/final-project-jyotikha-ankur/issue_12_Displayed companies data.txt,888,4,0.004465649420095198,0.004464321572637754,0.004464313899496404,0.9732061163716991,0.004464370857022233,0.004468895615373398,0.004466332263675889
final-project-jyotikha-ankur,issue_8_Improved User Interface using Material UI.txt,context-fa24/final-project-jyotikha-ankur/issue_8_Improved User Interface using Material UI.txt,848,6,0.0037598389375635838,0.003759582597835412,0.0037604490425335053,0.003760849600311234,0.0037598501077542937,0.97743900169875,0.003760428015251956
final-project-jyotikha-ankur,issue_2_User Registration.txt,context-fa24/final-project-jyotikha-ankur/issue_2_User Registration.txt,852,6,0.0052916604250014465,0.0052994415308957295,0.005298009136651169,0.005292625816954401,0.005291100213300767,0.9682168710432976,0.005310291833898894
final-project-jyotikha-ankur,issue_6_Display Answered Questions.txt,context-fa24/final-project-jyotikha-ankur/issue_6_Display Answered Questions.txt,837,6,0.005495976415517159,0.005494555672937624,0.005495678065618356,0.005499829382575637,0.005494848387952457,0.967009437873959,0.0055096742014397486
final-project-jyotikha-ankur,issue_11_Automatic tagging of posts.txt,context-fa24/final-project-jyotikha-ankur/issue_11_Automatic tagging of posts.txt,711,4,0.004608534417145411,0.004611179918636275,0.004608331176355591,0.9723410917836233,0.004608912141680208,0.004611617723085986,0.00461033283947325
final-project-jyotikha-ankur,issue_10_Commenting and voting_rating.txt,context-fa24/final-project-jyotikha-ankur/issue_10_Commenting and voting_rating.txt,674,1,0.9428263811064953,0.009524243611553783,0.009526858483453032,0.00952610153546523,0.009526619736254682,0.009541201201302918,0.009528594325474826
final-project-jyotikha-ankur,issue_9_Post moderation.txt,context-fa24/final-project-jyotikha-ankur/issue_9_Post moderation.txt,790,4,0.00714572504315937,0.007142946051133144,0.007146658400218638,0.957118742615648,0.0071443232902293945,0.0071497015190525445,0.007151903080558926
